household_key,financial_health_score,predicted_risk_level,top_shap_driver,recommendation_category,personalized_recommendation
191069_4_1,36.8,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 37/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191069_8_1,80.8,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 81/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191070_2_1,90.2,Low Risk,per_capita_income,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 90/100), driven mainly by low income relative to household size. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191070_7_1,75.3,Medium Risk,credit_defaulted,Increase Income / Employment Support,"This household is assessed as **Medium Risk** (Financial Health Score: 75/100), driven mainly by a prior credit default on record. Recommended focus: **Increase Income / Employment Support** — explore additional income sources or employment/livelihood-support programs, especially for non-working household members. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191071_4_1,81.4,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 81/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191071_9_1,69.7,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 70/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191072_1_1,77.4,Medium Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **Medium Risk** (Financial Health Score: 77/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191072_6_1,57.6,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 58/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191073_7_1,93.4,Low Risk,employment_capacity,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 93/100), driven mainly by few working members supporting the household. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191074_1_1,83.6,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 84/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191074_5_1,88.4,Low Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191074_9_1,85.0,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 85/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191075_3_1,6.9,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 7/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191075_7_1,90.8,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 91/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191076_4_1,67.2,High Risk,employment_capacity,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 67/100), driven mainly by few working members supporting the household. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191076_8_1,90.5,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 90/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191077_1_1,69.6,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 70/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191077_5_1,68.9,High Risk,credit_defaulted,Expense Optimization,"This household is assessed as **High Risk** (Financial Health Score: 69/100), driven mainly by a prior credit default on record. Recommended focus: **Expense Optimization** — review non-food/discretionary spending categories for the biggest cuts, and compare essential-good suppliers for lower prices. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191077_9_1,90.4,Low Risk,per_capita_income,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 90/100), driven mainly by low income relative to household size. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191078_4_1,90.6,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 91/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191078_9_1,100.0,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 100/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191079_10_1,85.3,Medium Risk,savings_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 85/100), driven mainly by low or negative monthly savings. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191079_3_1,73.8,Medium Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 74/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191079_6_1,42.9,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 43/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191080_10_1,5.3,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 5/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191080_5_1,0.0,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 0/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191081_4_1,83.9,Medium Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 84/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191081_9_1,98.6,Low Risk,financial_surplus,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 99/100), driven mainly by limited financial surplus after expenses. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191082_4_1,92.3,Low Risk,employment_capacity,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 92/100), driven mainly by few working members supporting the household. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191083_1_1,85.5,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 86/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191083_5_1,2.1,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 2/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191083_9_1,0.0,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 0/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191084_5_1,72.2,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 72/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191084_9_1,85.2,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 85/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191085_3_1,63.7,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 64/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191085_7_1,89.5,Low Risk,employment_capacity,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 90/100), driven mainly by few working members supporting the household. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191086_1_1,87.3,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 87/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191086_5_1,3.8,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 4/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191086_9_1,0.1,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 0/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191087_1_1,95.8,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 96/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191087_5_1,87.5,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191087_8_1,81.6,Medium Risk,credit_defaulted,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by a prior credit default on record. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191088_4_1,87.0,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 87/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191088_8_1,79.4,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 79/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191089_3_1,81.9,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191089_7_1,0.0,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 0/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191090_2_1,43.8,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 44/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191090_6_1,32.2,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 32/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191091_4_1,83.6,Medium Risk,financial_surplus,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 84/100), driven mainly by limited financial surplus after expenses. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191091_9_1,1.8,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 2/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191092_4_1,77.6,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 78/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191093_10_1,86.4,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 86/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191093_1_1,89.7,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 90/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191093_5_1,78.2,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 78/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191094_4_1,82.4,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191095_10_1,84.2,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 84/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191095_1_1,29.3,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 29/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191095_5_1,17.8,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 18/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191096_5_1,74.3,Medium Risk,expense_to_income_ratio,Increase Income / Employment Support,"This household is assessed as **Medium Risk** (Financial Health Score: 74/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Increase Income / Employment Support** — explore additional income sources or employment/livelihood-support programs, especially for non-working household members. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
191096_9_1,39.4,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 39/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192001_2_1,29.7,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 30/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192001_7_1,46.3,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 46/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192002_1_1,98.3,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 98/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192002_7_1,88.7,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 89/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192003_1_1,78.2,Medium Risk,cc_total_txns,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 78/100), driven mainly by cc total txns. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192003_6_1,27.9,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 28/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192004_1_1,87.0,Low Risk,employment_capacity,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 87/100), driven mainly by few working members supporting the household. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192004_8_1,88.8,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 89/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192005_4_1,87.5,Low Risk,per_capita_income,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by low income relative to household size. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192005_8_1,36.1,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 36/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192006_4_1,66.9,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 67/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192006_8_1,47.4,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 47/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192007_2_1,75.7,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 76/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192007_7_1,7.2,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 7/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192008_10_1,92.5,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 92/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192008_4_1,83.7,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 84/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192009_3_1,80.0,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 80/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192009_7_1,84.1,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 84/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192010_1_1,54.3,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 54/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192010_8_1,73.4,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 73/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192011_3_1,69.3,High Risk,credit_fraud_txn,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 69/100), driven mainly by credit fraud txn. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192011_7_1,88.8,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 89/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
192012_1_1,79.3,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 79/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
